Wall time,Step,Value
1571721263.6004684,30,0.42399996519088745
1571721294.5284982,50,0.4800000488758087
1571721311.9981556,60,0.4320000410079956
1571721344.2630465,80,0.40799999237060547
1571721374.8427243,100,0.4320000410079956
1571721392.2667868,110,0.3920000195503235
1571721408.3462787,120,0.4320000112056732
1571721423.9705539,130,0.45600003004074097
1571721439.5590837,140,0.47199997305870056
1571721454.630237,150,0.47999998927116394
1571721471.1614192,160,0.4479999840259552
1571721487.6135833,170,0.4400000274181366
1571721503.8734608,180,0.47999998927116394
1571721521.2751296,190,0.45600003004074097
1571721538.211712,200,0.5040000081062317
1571721574.9418957,220,0.5120000243186951
1571721609.4361482,240,0.47999998927116394
1571721627.235226,250,0.5199999809265137
1571721715.726395,300,0.5200000405311584
1571721734.4839816,310,0.4400000274181366
1571721751.9147143,320,0.5040000081062317
1571721768.8315182,330,0.6240000128746033
1571721786.023719,340,0.5199999809265137
1571721820.6528165,360,0.5519999861717224
1571721872.5923712,390,0.5759999752044678
1571721889.5379457,400,0.6000000238418579
1571721922.3042533,420,0.5760000348091125
1571721937.5495005,430,0.5680000185966492
1571721952.4784389,440,0.6079999804496765
1571721967.1887865,450,0.5920000076293945
1571721998.8013432,470,0.4800000488758087
1571722031.010727,490,0.6000000238418579
1571722048.257564,500,0.6000000238418579
1571722102.593464,530,0.5920000672340393
1571722120.2053673,540,0.5920000076293945
1571722137.8280535,550,0.6080000400543213
1571722156.319161,560,0.6640000343322754
1571722174.4915297,570,0.5519999861717224
1571722226.3880072,600,0.5680000185966492
1571722245.6766894,610,0.5839999914169312
1571722281.814538,630,0.5120000243186951
1571722299.6250675,640,0.5680000185966492
1571722316.9160202,650,0.5360000133514404
1571722335.538094,660,0.6559999585151672
1571722352.9582784,670,0.6320000290870667
1571722370.457378,680,0.6000000238418579
1571722387.320165,690,0.6159999966621399
1571722423.7792845,710,0.5519999861717224
1571722439.2445295,720,0.5920000076293945
1571722454.8410804,730,0.5600000619888306
1571722471.1050282,740,0.6480000019073486
1571722507.504705,760,0.5919999480247498
1571722542.6258407,780,0.5760000348091125
1571722559.3755999,790,0.6000000238418579
