Wall time,Step,Value
1571721280.5811327,30,0.4800000488758087
1571721311.5051382,50,0.4480000436306
1571721329.249206,60,0.527999997138977
1571721359.8797824,80,0.5680000185966492
1571721388.9076102,100,0.624000072479248
1571721407.3484774,110,0.5519999861717224
1571721423.0203948,120,0.5760000348091125
1571721438.334974,130,0.6000000238418579
1571721453.873627,140,0.5680000185966492
1571721469.297038,150,0.5600000023841858
1571721486.2766836,160,0.5440000295639038
1571721502.3743727,170,0.6399999856948853
1571721519.528278,180,0.6559999585151672
1571721536.4020972,190,0.5440000295639038
1571721552.7240884,200,0.5839999914169312
1571721590.0757816,220,0.5680000185966492
1571721624.1860428,240,0.6000000238418579
1571721641.9374642,250,0.6240000128746033
1571721728.260213,300,0.6639999151229858
1571721747.4947336,310,0.6399999856948853
1571721765.022039,320,0.6399999856948853
1571721782.5141194,330,0.7360000014305115
1571721799.7741735,340,0.6640000343322754
1571721835.8901234,360,0.6399999856948853
1571721886.721283,390,0.6159999966621399
1571721902.6212943,400,0.6880000233650208
1571721934.6452107,420,0.7360000014305115
1571721949.8399537,430,0.687999963760376
1571721965.131135,440,0.6640000343322754
1571721980.056471,450,0.7039999961853027
1571722011.3261032,470,0.6239999532699585
1571722042.9846535,490,0.6559999585151672
1571722059.7308567,500,0.7360000610351562
1571722113.883356,530,0.7520000338554382
1571722131.271509,540,0.6880000233650208
1571722147.8458586,550,0.6720000505447388
1571722166.2357314,560,0.7119999527931213
1571722183.4797928,570,0.6800000071525574
1571722236.3331735,600,0.6640000343322754
1571722256.3586354,610,0.6800000071525574
1571722290.496439,630,0.7199999094009399
1571722307.5863702,640,0.7119999527931213
1571722325.414927,650,0.6639999151229858
1571722344.07417,660,0.7280000448226929
1571722361.7050612,670,0.6960000395774841
1571722379.2019372,680,0.7280000448226929
1571722395.9658647,690,0.6720000505447388
1571722430.2032719,710,0.687999963760376
1571722446.709397,720,0.7119999527931213
1571722462.0027354,730,0.6559999585151672
1571722478.1304746,740,0.6800000071525574
1571722513.393504,760,0.7200000882148743
1571722548.415691,780,0.687999963760376
1571722565.4890482,790,0.6960000395774841
1571722603.223312,810,0.6880000233650208
1571722620.3867826,820,0.6880000233650208
1571722655.3637593,840,0.6959999799728394
1571722673.014394,850,0.6320000290870667
1571722691.552342,860,0.6960000395774841
1571722708.6528184,870,0.6559999585151672
1571722725.6053393,880,0.7039999961853027
1571722742.9841733,890,0.7760000824928284
1571722779.4676592,910,0.7039999961853027
1571722797.139244,920,0.6640000343322754
1571722815.5670044,930,0.6959999799728394
1571722832.4996266,940,0.7039999961853027
1571722913.1207616,990,0.7039999961853027
1571722927.5492442,1000,0.7200000286102295
1571722959.3838546,1020,0.6640000343322754
1571722989.5275493,1040,0.7119999527931213
1571723004.609656,1050,0.6479999423027039
1571723020.3877003,1060,0.7919999957084656
1571723064.861688,1090,0.671999990940094
1571723125.8810515,1130,0.6640000343322754
1571723171.083601,1160,0.7120000720024109
1571723201.1591437,1180,0.6959999799728394
1571723216.168004,1190,0.6319999694824219
1571723230.8617547,1200,0.6800000071525574
1571723293.737966,1240,0.7199999094009399
1571723308.5533934,1250,0.7120000720024109
1571723324.558194,1260,0.7200000286102295
1571723340.0770109,1270,0.6959999799728394
1571723370.057441,1290,0.6640000343322754
1571723384.1275842,1300,0.8000000715255737
1571723430.3833852,1330,0.687999963760376
1571723475.6038046,1360,0.7360000014305115
1571723490.6719038,1370,0.784000039100647
1571723519.9449162,1390,0.7759999632835388
1571723550.9930785,1410,0.7440000176429749
1571723565.4208605,1420,0.7280000448226929
1571723580.6510801,1430,0.7280000448226929
1571723595.8084867,1440,0.7360000610351562
1571723610.756883,1450,0.7680000066757202
1571723626.3713636,1460,0.6880000233650208
1571723656.195379,1480,0.7200000286102295
1571723670.5828679,1490,0.7360000014305115
1571723685.8511834,1500,0.7200000286102295
1571723702.813529,1510,0.7519999742507935
1571723737.0371854,1530,0.7280000448226929
1571723754.0948308,1540,0.7039999961853027
1571723770.5239406,1550,0.8079999685287476
1571723805.2723582,1570,0.7280000448226929
1571723822.426499,1580,0.7519999742507935
1571723839.3592825,1590,0.775999903678894
1571723875.7922888,1610,0.7520000338554382
1571723893.039324,1620,0.7279999256134033
1571723925.9790976,1640,0.6559999585151672
1571723943.6197312,1650,0.800000011920929
1571723978.7301035,1670,0.7039999961853027
1571723996.0557814,1680,0.7519999742507935
1571724012.0031636,1690,0.7599999904632568
1571724042.8646255,1710,0.7519999742507935
1571724108.8302147,1750,0.7840000987052917
1571724127.0461988,1760,0.8160000443458557
1571724143.9188704,1770,0.6800000667572021
1571724160.7067988,1780,0.7600000500679016
1571724193.495077,1800,0.7599999904632568
1571724212.349604,1810,0.7440000176429749
1571724246.2664611,1830,0.8480000495910645
1571724279.8902807,1850,0.800000011920929
1571724297.9792814,1860,0.8080000281333923
1571724314.5568545,1870,0.7440000176429749
1571724331.5675957,1880,0.7279999256134033
1571724365.2262108,1900,0.800000011920929
1571724383.6290205,1910,0.7599999904632568
1571724499.9240913,1980,0.7599999904632568
1571724559.5073524,2020,0.7519999742507935
1571724602.8625734,2050,0.7280000448226929
1571724618.813337,2060,0.7360000014305115
1571724633.4148571,2070,0.8159999847412109
1571724647.7571297,2080,0.7839999198913574
1571724707.2337062,2120,0.7760000824928284
1571724722.005793,2130,0.8160000443458557
1571724736.830388,2140,0.8080000281333923
1571724751.6072557,2150,0.8399999737739563
1571724797.1827502,2180,0.8479999303817749
1571724811.577149,2190,0.8240000009536743
1571724826.4544578,2200,0.7919999957084656
1571724842.647858,2210,0.7599999904632568
1571724857.4260936,2220,0.784000039100647
1571724871.5345883,2230,0.784000039100647
1571724900.6951776,2250,0.7839999198913574
1571724916.950878,2260,0.7999999523162842
1571724931.4220243,2270,0.7439999580383301
1571724960.2607715,2290,0.8319999575614929
1571724974.9029562,2300,0.800000011920929
1571724991.24428,2310,0.7759999632835388
1571725006.1305256,2320,0.8399999737739563
1571725020.784773,2330,0.7440000176429749
1571725035.2273755,2340,0.7759999632835388
1571725081.3131192,2370,0.8239999413490295
1571725095.4807491,2380,0.8080000281333923
1571725125.1976385,2400,0.800000011920929
1571725186.775725,2440,0.8079999685287476
1571725201.3627672,2450,0.871999979019165
1571725232.430822,2470,0.7839999198913574
1571725246.923428,2480,0.8080000281333923
1571725261.601814,2490,0.8239999413490295
1571725276.643267,2500,0.8799999952316284
1571725293.22356,2510,0.7360000610351562
1571725307.7505183,2520,0.8240000009536743
1571725352.196413,2550,0.8240000009536743
1571725397.329227,2580,0.8160000443458557
1571725412.0259132,2590,0.8639999628067017
1571725426.6039126,2600,0.7839999198913574
1571725442.4380279,2610,0.8959999084472656
1571725472.441678,2630,0.800000011920929
1571725532.3804748,2670,0.8399999141693115
1571725561.5592115,2690,0.7599999904632568
1571725592.754459,2710,0.8399999737739563
1571725607.4455187,2720,0.8959999680519104
1571725622.544066,2730,0.871999979019165
1571725637.4584243,2740,0.8239999413490295
1571725652.3315847,2750,0.8399999737739563
1571725682.3238373,2770,0.8000000715255737
1571725696.7362273,2780,0.8239999413490295
1571725726.2694836,2800,0.775999903678894
1571725756.5632706,2820,0.8240000009536743
1571725785.8925362,2840,0.8399999737739563
1571725859.0683422,2890,0.8799999952316284
1571725890.0506668,2910,0.8560000658035278
1571725904.1698809,2920,0.8239999413490295
1571725933.3920274,2940,0.7999999523162842
1571725947.8487692,2950,0.8639999628067017
1571725963.433466,2960,0.8560000061988831
1571725977.7724025,2970,0.8080000281333923
1571725991.773784,2980,0.8799999952316284
1571726006.3692055,2990,0.8239999413490295
1571726020.8875813,3000,0.8080000281333923
1571726037.15102,3010,0.8080000281333923
1571726051.2336164,3020,0.8239999413490295
1571726065.2591317,3030,0.8319999575614929
1571726123.8332255,3070,0.8560000061988831
1571726138.0372992,3080,0.8239999413490295
1571726166.5505104,3100,0.8560000061988831
1571726212.2851605,3130,0.8399999737739563
1571726270.805042,3170,0.8480000495910645
1571726285.0857859,3180,0.8240001201629639
1571726299.321708,3190,0.8639999628067017
1571726314.2710767,3200,0.7680000066757202
1571726344.9072006,3220,0.8079999685287476
1571726359.3602107,3230,0.775999903678894
1571726374.0256112,3240,0.8399999737739563
1571726388.431174,3250,0.8319999575614929
1571726403.9277358,3260,0.8080000281333923
1571726418.50911,3270,0.8319999575614929
1571726462.6358328,3300,0.8319999575614929
1571726478.9274833,3310,0.8799999356269836
1571726508.0082881,3330,0.8399999737739563
1571726537.4057662,3350,0.8240000009536743
1571726567.4431007,3370,0.8560000061988831
1571726596.2177944,3390,0.8319999575614929
1571726626.7031593,3410,0.800000011920929
1571726641.7297873,3420,0.8319999575614929
1571726656.432437,3430,0.8399999737739563
1571726670.907961,3440,0.8480000495910645
1571726685.5516684,3450,0.8959999680519104
