Wall time,Step,Value
1571721253.1582575,30,0.2880000174045563
1571721284.3820148,50,0.3279999792575836
1571721301.025322,60,0.3839999735355377
1571721332.902727,80,0.3279999792575836
1571721363.2224102,100,0.3199999928474426
1571721380.36655,110,0.2719999849796295
1571721394.9716582,120,0.3199999928474426
1571721410.4445162,130,0.2720000147819519
1571721426.2744694,140,0.2639999985694885
1571721441.1232212,150,0.2959999740123749
1571721457.7537792,160,0.2800000011920929
1571721472.6947927,170,0.3279999792575836
1571721488.0228522,180,0.30399999022483826
1571721504.894133,190,0.23999999463558197
1571721522.5897775,200,0.31200000643730164
1571721559.2381487,220,0.29600000381469727
1571721593.422648,240,0.3199999928474426
1571721611.31311,250,0.3199999928474426
1571721699.160164,300,0.36800000071525574
1571721718.6910715,310,0.30400002002716064
1571721735.9142385,320,0.35199999809265137
1571721753.2741296,330,0.3760000169277191
1571721770.548047,340,0.31200000643730164
1571721805.7302763,360,0.3199999928474426
1571721857.650214,390,0.335999995470047
1571721875.0140493,400,0.3440000116825104
1571721909.4468343,420,0.31199997663497925
1571721924.101701,430,0.335999995470047
1571721939.099143,440,0.335999995470047
1571721954.1337135,450,0.351999968290329
1571721985.0906944,470,0.30399999022483826
1571722015.6993842,490,0.36000001430511475
1571722031.2427635,500,0.36800000071525574
1571722084.671352,530,0.31199997663497925
1571722101.6245666,540,0.3760000169277191
1571722118.274834,550,0.3279999792575836
1571722136.2926087,560,0.3760000169277191
1571722153.3520412,570,0.36000001430511475
1571722205.4632573,600,0.3760000169277191
1571722224.9263139,610,0.3919999599456787
1571722257.4371214,630,0.3360000252723694
1571722275.2474046,640,0.4000000059604645
1571722291.918861,650,0.3440000116825104
1571722310.1469884,660,0.41599997878074646
1571722327.4658084,670,0.4320000112056732
1571722345.1572852,680,0.4000000059604645
1571722363.0946155,690,0.3839999735355377
1571722399.296422,710,0.40800002217292786
1571722415.6172755,720,0.4000000059604645
1571722431.4347394,730,0.40000003576278687
1571722446.5735178,740,0.3440000116825104
1571722478.8935428,760,0.3839999735355377
1571722513.3406022,780,0.36000001430511475
1571722530.5821187,790,0.4000000059604645
1571722566.5709925,810,0.4000000059604645
1571722583.371051,820,0.37599998712539673
1571722617.8114805,840,0.3919999599456787
1571722635.493532,850,0.36000001430511475
1571722653.9532743,860,0.3680000305175781
1571722671.366548,870,0.3840000033378601
1571722688.7959206,880,0.343999981880188
1571722706.3247294,890,0.46400001645088196
1571722743.1904259,910,0.40799999237060547
1571722759.847605,920,0.43199998140335083
1571722777.0616648,930,0.3199999928474426
1571722794.5809515,940,0.37599998712539673
1571722880.7444375,990,0.47200003266334534
1571722896.2562032,1000,0.36800000071525574
1571722927.187649,1020,0.42399996519088745
1571722956.7669227,1040,0.3840000033378601
1571722971.445258,1050,0.3680000305175781
1571722986.9497874,1060,0.40799999237060547
1571723031.6091506,1090,0.37599998712539673
1571723093.2771661,1130,0.35199999809265137
1571723139.8198717,1160,0.45600003004074097
1571723170.3786547,1180,0.41599997878074646
1571723185.1089838,1190,0.40799999237060547
1571723200.6176305,1200,0.41599997878074646
1571723261.9070992,1240,0.3839999735355377
1571723277.1417344,1250,0.4400000274181366
1571723293.0770054,1260,0.4559999704360962
1571723308.1066747,1270,0.35999995470046997
1571723337.836619,1290,0.4320000410079956
1571723352.729789,1300,0.46400001645088196
1571723398.4263186,1330,0.4480000436306
1571723443.9415061,1360,0.41599997878074646
1571723459.427871,1370,0.42399996519088745
1571723489.1816897,1390,0.4399999976158142
1571723522.1527047,1410,0.4320000410079956
1571723536.5013547,1420,0.41599997878074646
1571723551.6912346,1430,0.47999998927116394
1571723566.8507662,1440,0.3839999735355377
1571723581.805685,1450,0.40800002217292786
1571723597.2425473,1460,0.4240000247955322
1571723627.0497966,1480,0.40800002217292786
1571723641.905795,1490,0.4240000247955322
1571723657.1110015,1500,0.46399998664855957
1571723674.3583436,1510,0.42399996519088745
1571723704.526995,1530,0.4240000247955322
1571723721.86612,1540,0.3920000195503235
1571723738.6081839,1550,0.45600003004074097
1571723774.138937,1570,0.43199998140335083
1571723791.043224,1580,0.41600000858306885
1571723808.3791778,1590,0.42399996519088745
1571723844.8301053,1610,0.4160000681877136
1571723860.8285358,1620,0.45600005984306335
1571723894.6500943,1640,0.47200003266334534
1571723911.3437986,1650,0.46399998664855957
1571723946.331304,1670,0.37599998712539673
1571723963.4815905,1680,0.4480000436306
1571723980.8056436,1690,0.47200000286102295
1571724015.3578084,1710,0.41599997878074646
1571724075.5999224,1750,0.3840000033378601
1571724093.6413453,1760,0.3919999599456787
1571724110.6359117,1770,0.4479999840259552
1571724127.6502423,1780,0.47999998927116394
1571724160.7120576,1800,0.4320000112056732
1571724180.2115872,1810,0.43199998140335083
1571724213.2174735,1830,0.40000003576278687
1571724247.1272776,1850,0.46400001645088196
1571724264.8220372,1860,0.42399996519088745
1571724281.08679,1870,0.4399999976158142
1571724297.7309012,1880,0.46400001645088196
1571724331.5090742,1900,0.5119999647140503
1571724350.6468308,1910,0.4240000247955322
1571724469.0823758,1980,0.4240000247955322
1571724530.2463355,2020,0.4480000436306
1571724574.0379937,2050,0.40799999237060547
1571724589.4979472,2060,0.4240000247955322
1571724604.1174119,2070,0.4000000059604645
1571724618.634427,2080,0.4559999704360962
1571724679.6227295,2120,0.4479999840259552
1571724694.1224427,2130,0.4399999976158142
1571724708.6622157,2140,0.4479999840259552
1571724723.4006634,2150,0.41600000858306885
1571724768.546199,2180,0.3760000169277191
1571724783.5489976,2190,0.43199998140335083
1571724798.580495,2200,0.40799999237060547
1571724815.404683,2210,0.4000000059604645
1571724829.7108202,2220,0.47999998927116394
1571724844.240982,2230,0.5040000081062317
1571724874.22835,2250,0.36799994111061096
1571724889.946801,2260,0.47200000286102295
1571724904.1830075,2270,0.47999998927116394
1571724932.7480106,2290,0.4240000247955322
1571724947.4752746,2300,0.4959999918937683
1571724963.8911066,2310,0.4480000436306
1571724978.0574725,2320,0.527999997138977
1571724992.282928,2330,0.45600003004074097
1571725006.8128026,2340,0.4240000247955322
1571725050.948978,2370,0.47999998927116394
1571725065.5272262,2380,0.4800000488758087
1571725094.422658,2400,0.47999998927116394
1571725154.4844892,2440,0.47999998927116394
1571725169.0888338,2450,0.5120000243186951
1571725199.4607737,2470,0.4880000054836273
1571725214.066259,2480,0.4559999704360962
1571725228.6139505,2490,0.5040000677108765
1571725243.2528574,2500,0.5039999485015869
1571725259.6733925,2510,0.4399999976158142
1571725274.2023199,2520,0.46400001645088196
1571725318.087305,2550,0.4399999976158142
1571725362.7819085,2580,0.5040000081062317
1571725377.6822615,2590,0.4399999976158142
1571725392.3825963,2600,0.43199998140335083
1571725409.5501988,2610,0.4960000216960907
1571725439.028589,2630,0.46400004625320435
1571725498.98785,2670,0.47999998927116394
1571725528.065313,2690,0.5360000133514404
1571725559.176092,2710,0.46400001645088196
1571725574.2353895,2720,0.5039999485015869
1571725588.2207098,2730,0.4559999704360962
1571725602.8979313,2740,0.4880000352859497
1571725617.328437,2750,0.47999998927116394
1571725647.8806517,2770,0.47999995946884155
1571725662.6549284,2780,0.5040000081062317
1571725692.4318566,2800,0.4240000247955322
1571725724.195237,2820,0.5280000567436218
1571725752.6621745,2840,0.47200000286102295
1571725827.288772,2890,0.4880000352859497
1571725858.1979113,2910,0.543999969959259
1571725872.4934464,2920,0.5520000457763672
1571725901.3233273,2940,0.5440000295639038
1571725916.4394782,2950,0.4880000352859497
1571725932.1645315,2960,0.5360000133514404
1571725946.5547507,2970,0.46400004625320435
1571725960.9751065,2980,0.47999998927116394
1571725975.300709,2990,0.47999998927116394
1571725990.2939334,3000,0.4960000216960907
1571726007.175414,3010,0.4960000514984131
1571726021.5151317,3020,0.40799999237060547
1571726035.3567705,3030,0.5040000081062317
1571726095.043891,3070,0.4960000216960907
1571726109.6328895,3080,0.47200000286102295
1571726139.1717336,3100,0.4959999918937683
1571726184.0064998,3130,0.5120000243186951
1571726243.428233,3170,0.527999997138977
1571726258.2144678,3180,0.5440000295639038
1571726272.6614096,3190,0.47200000286102295
1571726287.1590912,3200,0.5199999809265137
1571726317.3394237,3220,0.5520000457763672
1571726331.5491152,3230,0.5440000295639038
1571726346.3581655,3240,0.4880000352859497
1571726360.736323,3250,0.4960000216960907
1571726376.1293812,3260,0.5199999809265137
1571726390.5784302,3270,0.4880000054836273
1571726433.7378542,3300,0.4959999918937683
1571726450.0493073,3310,0.5360000729560852
1571726478.1007352,3330,0.46400001645088196
1571726507.0379062,3350,0.5040000081062317
1571726537.2063677,3370,0.543999969959259
1571726566.7346907,3390,0.4320000410079956
1571726597.6565404,3410,0.5360000133514404
1571726611.6014407,3420,0.4960000216960907
1571726625.6845655,3430,0.5360000133514404
1571726640.2397404,3440,0.5119999647140503
1571726654.9768453,3450,0.5040000081062317
1571726670.8056777,3460,0.5679999589920044
1571726685.5498815,3470,0.5360000133514404
1571726700.307669,3480,0.47199997305870056
1571726714.5522532,3490,0.5120000243186951
1571726746.1663208,3510,0.4960000216960907
1571726774.455914,3530,0.527999997138977
1571726789.293251,3540,0.5520000457763672
1571726819.9943762,3560,0.5280000567436218
1571726849.8373363,3580,0.4880000352859497
1571726864.3977032,3590,0.5120000243186951
1571726879.1826,3600,0.5680000185966492
1571726896.0299034,3610,0.5440000295639038
1571726909.9659379,3620,0.47200000286102295
1571726924.224381,3630,0.5199999809265137
1571726939.0888736,3640,0.5519999861717224
1571726953.7008157,3650,0.5040000081062317
1571726968.9360528,3660,0.5200000405311584
1571726983.5245502,3670,0.5040000081062317
1571726998.27116,3680,0.5600000619888306
1571727027.7333,3700,0.5119999647140503
1571727044.4931405,3710,0.5200000405311584
1571727072.2163718,3730,0.5360000133514404
1571727101.505132,3750,0.4960000216960907
1571727116.7609506,3760,0.5119999647140503
1571727131.3188856,3770,0.5600000619888306
1571727145.8532217,3780,0.5360000133514404
1571727160.560136,3790,0.5200000405311584
1571727191.9394965,3810,0.5199999809265137
1571727206.249006,3820,0.5360000133514404
1571727234.2932677,3840,0.5119999647140503
1571727249.329946,3850,0.4800000488758087
1571727264.6947298,3860,0.4959999918937683
1571727279.4348843,3870,0.5120000243186951
1571727294.078238,3880,0.5040000081062317
1571727323.4105365,3900,0.5680000185966492
1571727339.7209897,3910,0.5040000081062317
1571727354.0308971,3920,0.4880000054836273
1571727367.7591584,3930,0.5199999809265137
1571727442.459591,3980,0.4559999704360962
1571727457.0621827,3990,0.4959999918937683
1571727502.4579933,4020,0.5040000081062317
1571727516.8485193,4030,0.47999998927116394
1571727546.397589,4050,0.4880000054836273
1571727562.0463753,4060,0.5519999861717224
1571727591.050494,4080,0.5120000243186951
1571727620.5851617,4100,0.4960000216960907
1571727695.7805111,4150,0.5519999861717224
1571727711.120693,4160,0.5440000295639038
1571727755.3149788,4190,0.5440000295639038
1571727769.9480717,4200,0.5600000023841858
