,train_loss,test_loss,test_acc
0,1.1009430885314941,1.1002180576324463,0.33
1,1.0957025289535522,1.0992735624313354,0.31333333333333335
2,1.0961132049560547,1.101002812385559,0.33
3,1.1002994775772095,1.0990116596221924,0.32
4,1.0973738431930542,1.0988366603851318,0.3433333333333333
5,1.0983091592788696,1.098721981048584,0.3433333333333333
6,1.0976154804229736,1.0990211963653564,0.33
7,1.0991624593734741,1.098593831062317,0.31666666666666665
8,1.098141074180603,1.098574161529541,0.3433333333333333
9,1.0999265909194946,1.098575472831726,0.35
10,1.1006560325622559,1.098312497138977,0.35
11,1.1008466482162476,1.098867654800415,0.30333333333333334
12,1.0972212553024292,1.0988682508468628,0.3433333333333333
13,1.0971397161483765,1.0986685752868652,0.3433333333333333
14,1.09774911403656,1.0986791849136353,0.34
15,1.0986179113388062,1.0989137887954712,0.3233333333333333
16,1.0937590599060059,1.0984375476837158,0.3
17,1.0982939004898071,1.098127841949463,0.3333333333333333
18,1.099171757698059,1.098683476448059,0.3333333333333333
19,1.0987517833709717,1.0988131761550903,0.32666666666666666
20,1.095750331878662,1.0994534492492676,0.32
21,1.0961707830429077,1.0987823009490967,0.32
22,1.0980478525161743,1.0986732244491577,0.32666666666666666
23,1.098779559135437,1.0986136198043823,0.33666666666666667
24,1.0993353128433228,1.0988216400146484,0.30333333333333334
25,1.0968364477157593,1.0985020399093628,0.33
26,1.099908709526062,1.098654866218567,0.33
27,1.0972709655761719,1.0987286567687988,0.30666666666666664
28,1.0982526540756226,1.0983425378799438,0.33666666666666667
29,1.0981649160385132,1.0985664129257202,0.35
30,1.097636103630066,1.0982847213745117,0.36333333333333334
31,1.0975613594055176,1.097774863243103,0.33
32,1.0872129201889038,1.0981999635696411,0.35333333333333333
33,1.0984797477722168,1.098608136177063,0.33666666666666667
34,1.0986734628677368,1.0986369848251343,0.33
35,1.0987614393234253,1.0985901355743408,0.34
36,1.0986042022705078,1.0986261367797852,0.3333333333333333
37,1.0986127853393555,1.0986125469207764,0.3333333333333333
38,1.0986698865890503,1.0985984802246094,0.3333333333333333
39,1.0985995531082153,1.0986188650131226,0.3333333333333333
40,1.0986335277557373,1.0985887050628662,0.33666666666666667
41,1.0986413955688477,1.0986177921295166,0.3333333333333333
42,1.098598837852478,1.0986132621765137,0.33
43,1.0986751317977905,1.0986138582229614,0.3333333333333333
44,1.0986123085021973,1.0986124277114868,0.3333333333333333
45,1.0986123085021973,1.0986124277114868,0.3333333333333333
46,1.0986123085021973,1.098610758781433,0.3333333333333333
47,1.0986136198043823,1.0986123085021973,0.3333333333333333
48,1.0986123085021973,1.0986123085021973,0.3333333333333333
49,1.0986123085021973,1.098612904548645,0.3333333333333333
50,1.0986123085021973,1.098612666130066,0.3333333333333333
51,1.098612666130066,1.0986151695251465,0.3333333333333333
52,1.0986132621765137,1.0986136198043823,0.3333333333333333
53,1.098608374595642,1.098612904548645,0.3333333333333333
54,1.0986132621765137,1.0986125469207764,0.3333333333333333
55,1.0986123085021973,1.0986124277114868,0.3333333333333333
56,1.0986071825027466,1.0986117124557495,0.3333333333333333
57,1.0986132621765137,1.0986120700836182,0.3333333333333333
58,1.0986121892929077,1.0986088514328003,0.3333333333333333
59,1.0986123085021973,1.0986120700836182,0.3333333333333333
60,1.0986123085021973,1.0986123085021973,0.3333333333333333
61,1.0986123085021973,1.0986123085021973,0.3333333333333333
62,1.0986123085021973,1.0986123085021973,0.3333333333333333
63,1.0986123085021973,1.0986123085021973,0.3333333333333333
64,1.0986123085021973,1.0986123085021973,0.3333333333333333
65,1.0986123085021973,1.0986117124557495,0.3333333333333333
66,1.098615050315857,1.098612666130066,0.3333333333333333
67,1.098610281944275,1.0986061096191406,0.34
68,1.0986177921295166,1.0986055135726929,0.3333333333333333
69,1.0986100435256958,1.0986130237579346,0.3333333333333333
70,1.0986148118972778,1.0986117124557495,0.3333333333333333
71,1.098616123199463,1.0986117124557495,0.3333333333333333
72,1.0986218452453613,1.098612904548645,0.33666666666666667
73,1.0986133813858032,1.0986117124557495,0.33666666666666667
74,1.0986123085021973,1.0986124277114868,0.34
75,1.0986131429672241,1.0986119508743286,0.33
76,1.0986123085021973,1.0986125469207764,0.3333333333333333
77,1.0986038446426392,1.0986127853393555,0.3333333333333333
78,1.0986130237579346,1.0986133813858032,0.33
79,1.0986109972000122,1.0986125469207764,0.33666666666666667
80,1.0986123085021973,1.0986120700836182,0.3333333333333333
81,1.0986123085021973,1.0986123085021973,0.3333333333333333
82,1.0986123085021973,1.0986123085021973,0.33666666666666667
83,1.0986123085021973,1.0986123085021973,0.3333333333333333
84,1.0986123085021973,1.0986121892929077,0.3333333333333333
85,1.0986123085021973,1.0986123085021973,0.3333333333333333
86,1.0986123085021973,1.0986123085021973,0.3333333333333333
87,1.0986123085021973,1.0986120700836182,0.3333333333333333
88,1.0986123085021973,1.0986123085021973,0.3333333333333333
89,1.0986123085021973,1.0986123085021973,0.3333333333333333
90,1.0986123085021973,1.0986123085021973,0.3333333333333333
91,1.0986123085021973,1.0986123085021973,0.3333333333333333
92,1.0986123085021973,1.0986123085021973,0.3333333333333333
93,1.0986123085021973,1.0986123085021973,0.3333333333333333
94,1.0986123085021973,1.0986123085021973,0.3333333333333333
95,1.0986121892929077,1.0986123085021973,0.3333333333333333
96,1.0986123085021973,1.0986123085021973,0.33
97,1.0986123085021973,1.0986123085021973,0.3333333333333333
98,1.0986123085021973,1.0986123085021973,0.3333333333333333
99,1.0986100435256958,1.0986123085021973,0.3333333333333333
100,1.0986123085021973,1.0986123085021973,0.3333333333333333
101,1.0986143350601196,1.0986123085021973,0.3333333333333333
102,1.0986123085021973,1.0986123085021973,0.33666666666666667
103,1.0986123085021973,1.0986123085021973,0.3333333333333333
104,1.0986123085021973,1.0986123085021973,0.3333333333333333
105,1.0986123085021973,1.0986123085021973,0.33
106,1.0986123085021973,1.0986123085021973,0.3333333333333333
107,1.0986123085021973,1.0986123085021973,0.3333333333333333
108,1.0986123085021973,1.0986123085021973,0.3333333333333333
109,1.0986123085021973,1.0986124277114868,0.3333333333333333
110,1.0986121892929077,1.0986123085021973,0.3333333333333333
111,1.0986124277114868,1.0986121892929077,0.3333333333333333
112,1.0986123085021973,1.0986123085021973,0.3333333333333333
113,1.0986123085021973,1.0986123085021973,0.33
114,1.0986123085021973,1.0986123085021973,0.3333333333333333
115,1.0986123085021973,1.0986123085021973,0.3333333333333333
116,1.0986123085021973,1.0986123085021973,0.33666666666666667
117,1.0986123085021973,1.0986123085021973,0.3333333333333333
118,1.0986123085021973,1.0986123085021973,0.33666666666666667
119,1.0986123085021973,1.0986123085021973,0.3333333333333333
120,1.0986123085021973,1.0986120700836182,0.3333333333333333
121,1.0986123085021973,1.0986123085021973,0.3333333333333333
122,1.0986123085021973,1.0986123085021973,0.3333333333333333
123,1.0986123085021973,1.0986123085021973,0.3333333333333333
124,1.0986123085021973,1.0986123085021973,0.3333333333333333
125,1.0986123085021973,1.0986123085021973,0.3333333333333333
126,1.0986123085021973,1.0986123085021973,0.3333333333333333
127,1.0986123085021973,1.0986123085021973,0.3333333333333333
128,1.0986123085021973,1.0986123085021973,0.3333333333333333
129,1.0986123085021973,1.0986123085021973,0.3333333333333333
130,1.0986123085021973,1.0986123085021973,0.3333333333333333
131,1.0986123085021973,1.0986123085021973,0.3333333333333333
132,1.0986123085021973,1.0986123085021973,0.3333333333333333
133,1.0986123085021973,1.0986123085021973,0.3333333333333333
134,1.0986123085021973,1.0986123085021973,0.3333333333333333
135,1.0986123085021973,1.0986123085021973,0.3333333333333333
136,1.0986123085021973,1.0986123085021973,0.3333333333333333
137,1.0986123085021973,1.0986123085021973,0.3333333333333333
138,1.0986123085021973,1.0986123085021973,0.3333333333333333
139,1.0986123085021973,1.0986123085021973,0.3333333333333333
140,1.0986123085021973,1.0986123085021973,0.3333333333333333
141,1.0986123085021973,1.0986123085021973,0.3333333333333333
142,1.0986123085021973,1.0986123085021973,0.3333333333333333
